x,y,vel
-18.360064,-61.222099,6.009326045534406
-17.431789,-61.222099,5.935363448768429
-16.530323,-61.222099,5.8082812715303245
-15.655661,-61.222099,5.66137927653197
-14.807806,-61.222099,5.50088607227181
-13.986757,-61.222099,5.323014259909125
-13.192516,-61.222099,5.1624431793469245
-12.42508,-61.222099,5.0149327882325725
-11.684452,-61.222099,4.867699142194716
-10.970629,-61.222099,4.723960439686856
-10.283613,-61.222099,4.58570119128022
-9.6234035,-61.222099,4.457080032403185
-8.9899998,-61.222099,4.3432753562820094
-8.3700008,-61.222099,4.249813222704531
-7.75,-61.222099,4.169225709356228
-7.1300001,-61.222099,4.092254266519552
-6.5100002,-61.222099,4.014348034097746
-5.8899999,-61.222099,3.9356155508710566
-5.27,-61.222099,3.856078408446272
-4.6500001,-61.222099,3.764930251792183
-4.0300002,-61.222099,3.648305985039966
-3.4099998,-61.222099,3.5144497092038427
-2.79,-61.222099,3.3793649341142964
-2.1700001,-61.222099,3.2398825611207536
-1.55,-61.222099,3.091420216897073
-0.93000001,-61.222099,2.9340233938948055
-0.31,-61.222099,2.762555603443221
0.31,-61.222099,2.6011239021421617
0.93000001,-61.222099,2.457727959667235
1.55,-61.222099,2.334537688348679
2.1700001,-61.222099,2.226712400289645
2.79,-61.222099,2.1315985862585154
3.4099998,-61.222099,2.0463809288586012
4.0300002,-61.222099,1.9757364458760067
4.6500001,-61.222099,1.9145159905048317
5.27,-61.222099,2.264787045146427
5.8899999,-61.222099,2.2684354145010404
6.5100002,-61.222099,2.277317678674307
11.684452,-61.222099,1.7301621570852728
12.42508,-61.222099,1.7480669927857493
13.192516,-61.222099,1.7927478716516454
13.986757,-61.222099,1.8065151880133974
14.807806,-61.222099,1.8145218983183453
15.655661,-61.222099,1.816527274464998
16.530323,-61.222099,1.811754939508966
17.431789,-61.222099,1.7968337739353104
18.360064,-61.222099,1.7716801992453588
19.315144,-61.222099,1.7366969030978194
20.297031,-61.222099,1.691500160066987
21.305725,-61.222099,1.6256057232354124
22.341225,-61.222099,1.5691972132768146
23.40353,-61.222099,1.218375853565994
-47.108948,-59.247639,3.432684168608245
-45.564125,-59.247639,3.5989589981561236
-44.046112,-59.247639,3.843837433490644
-42.554901,-59.247639,4.176594439807252
-41.0905,-59.247639,4.535550823705233
-39.652901,-59.247639,4.798148812911211
-38.242111,-59.247639,5.012599834878956
-36.858124,-59.247639,5.225816954663732
-35.50095,-59.247639,5.414902379728132
-34.170578,-59.247639,5.58431176598766
-32.867016,-59.247639,5.802609458324403
-31.590256,-59.247639,6.084439857479801
-30.340305,-59.247639,6.3653019864208575
-29.117161,-59.247639,6.630171742679452
-27.920822,-59.247639,6.87405990445354
-26.751289,-59.247639,7.091285993723251
-25.608562,-59.247639,7.277747320362285
-24.492643,-59.247639,7.434259853809364
-23.40353,-59.247639,7.563723494509268
-22.341225,-59.247639,7.660190808535389
-21.305725,-59.247639,7.744330803611218
-20.297031,-59.247639,7.835736302091715
-19.315144,-59.247639,7.878245312805508
-18.360064,-59.247639,7.805890379959095
-17.431789,-59.247639,7.663703115190407
-16.530323,-59.247639,7.501257577071759
-15.655661,-59.247639,7.318509883957388
-14.807806,-59.247639,7.106538022463652
-13.986757,-59.247639,6.846662862974673
-13.192516,-59.247639,6.612487011201537
-12.42508,-59.247639,6.400680166592944
-11.684452,-59.247639,6.183456163834093
-10.970629,-59.247639,5.96428395737865
-10.283613,-59.247639,5.746072309299787
-9.6234035,-59.247639,5.533141994519646
-8.9899998,-59.247639,5.328727458660623
-8.3700008,-59.247639,5.130047705895328
-7.75,-59.247639,4.935669518601698
-7.1300001,-59.247639,4.749213261777923
-6.5100002,-59.247639,4.571323961621083
-5.8899999,-59.247639,4.404456283329052
-5.27,-59.247639,4.255152546299713
-4.6500001,-59.247639,4.127323445210629
-4.0300002,-59.247639,4.014211351708599
-3.4099998,-59.247639,3.912902562995437
-2.79,-59.247639,3.824112614506593
-2.1700001,-59.247639,3.74527723640317
-1.55,-59.247639,3.668489477065319
-0.93000001,-59.247639,3.5948763292174903
-0.31,-59.247639,3.506162681577853
0.31,-59.247639,3.375160659853837
0.93000001,-59.247639,3.2032373091013966
1.55,-59.247639,3.024482636602464
2.1700001,-59.247639,2.858788613030158
2.79,-59.247639,2.7183808235792584
3.4099998,-59.247639,2.590726113455235
4.0300002,-59.247639,2.461013609017221
4.6500001,-59.247639,2.337739507785589
5.27,-59.247639,2.2291015307939257
5.8899999,-59.247639,2.1197729721692093
6.5100002,-59.247639,2.021224734092242
7.1300001,-59.247639,1.9292391158876905
7.75,-59.247639,1.8505622673821265
8.3700008,-59.247639,2.2065286475744363
8.9899998,-59.247639,2.2262473261540654
9.6234035,-59.247639,2.258885344639041
10.283613,-59.247639,2.3196702159501164
10.970629,-59.247639,2.3972999327891378
11.684452,-59.247639,1.7282176983116448
12.42508,-59.247639,1.7471832917127486
13.192516,-59.247639,1.7835595001290978
13.986757,-59.247639,1.794389846709472
14.807806,-59.247639,1.7974160788801823
15.655661,-59.247639,1.8053608254015578
16.530323,-59.247639,1.8125262166621587
17.431789,-59.247639,1.8138696551081686
18.360064,-59.247639,1.807446378357296
19.315144,-59.247639,1.795957703891394
20.297031,-59.247639,1.7657185086461893
21.305725,-59.247639,1.7127562790835649
22.341225,-59.247639,1.6420182039597166
23.40353,-59.247639,1.5999022511501566
24.492643,-59.247639,1.2483095930440515
-51.904251,-57.307468,3.252579995320873
-50.279011,-57.307468,3.48021174864796
-48.680576,-57.307468,3.6759943561209614
-47.108948,-57.307468,3.879549580582417
-45.564125,-57.307468,4.132956471461784
-44.046112,-57.307468,4.438135523569077
-42.554901,-57.307468,4.8303096413851625
-41.0905,-57.307468,5.222855508836533
-39.652901,-57.307468,5.517482899412173
-38.242111,-57.307468,5.819220423082221
-36.858124,-57.307468,6.135998828347497
-35.50095,-57.307468,6.448423589967475
-34.170578,-57.307468,6.768346638344352
-32.867016,-57.307468,7.140839511045908
-31.590256,-57.307468,7.545591061404564
-30.340305,-57.307468,7.9469140055663345
-29.117161,-57.307468,8.327375345072506
-27.920822,-57.307468,8.66572976262052
-26.751289,-57.307468,8.964052378669335
-25.608562,-57.307468,9.220715296617769
-24.492643,-57.307468,9.435002092209336
-23.40353,-57.307468,9.599312179541762
-22.341225,-57.307468,9.722701467567234
-21.305725,-57.307468,9.867256616602786
-20.297031,-57.307468,9.952708656922873
-19.315144,-57.307468,9.891599901961033
-18.360064,-57.307468,9.759740189268316
-17.431789,-57.307468,9.614979695706797
-16.530323,-57.307468,9.451282796634818
-15.655661,-57.307468,9.261916546639409
-14.807806,-57.307468,9.032436454182093
-13.986757,-57.307468,8.724604240354248
-13.192516,-57.307468,8.452282238417544
-12.42508,-57.307468,8.2051204351403
-11.684452,-57.307468,7.944095356689534
-10.970629,-57.307468,7.670326258790108
-10.283613,-57.307468,7.3869174466520695
-9.6234035,-57.307468,7.098642076099277
-8.9899998,-57.307468,6.808632464608618
-8.3700008,-57.307468,6.512941312254766
-7.75,-57.307468,6.210646507000928
-7.1300001,-57.307468,5.905720628304016
-6.5100002,-57.307468,5.595966516187888
-5.8899999,-57.307468,5.288568751760436
-5.27,-57.307468,5.0027044529498506
-4.6500001,-57.307468,4.753072359122745
-4.0300002,-57.307468,4.526760641209492
-3.4099998,-57.307468,4.3199780745775795
-2.79,-57.307468,4.140125775024421
-2.1700001,-57.307468,3.9947239355542203
-1.55,-57.307468,3.8825418001516625
-0.93000001,-57.307468,3.799643856557826
-0.31,-57.307468,3.7486525376659077
0.31,-57.307468,3.6973897996501854
0.93000001,-57.307468,3.6698326717432006
1.55,-57.307468,3.6088822633629443
2.1700001,-57.307468,3.4669525664218552
2.79,-57.307468,3.275004901230406
3.4099998,-57.307468,3.1409411754294543
4.0300002,-57.307468,3.039974713765561
4.6500001,-57.307468,2.916654868078743
5.27,-57.307468,2.7795059513371294
5.8899999,-57.307468,2.6391677441973096
6.5100002,-57.307468,2.502496521877051
7.1300001,-57.307468,2.3987176250715705
7.75,-57.307468,2.265060376779994
8.3700008,-57.307468,2.1403930048093107
8.9899998,-57.307468,2.021662034753654
9.6234035,-57.307468,1.9123287953741113
10.283613,-57.307468,1.8325624696969383
10.970629,-57.307468,1.7731061589157695
11.684452,-57.307468,1.788773847363211
12.42508,-57.307468,1.7956767224300765
13.192516,-57.307468,1.7881724416661533
13.986757,-57.307468,1.7765500519721125
14.807806,-57.307468,1.7589364225475779
15.655661,-57.307468,1.7454548601799762
16.530323,-57.307468,1.73521127351696
17.431789,-57.307468,1.7325403081259534
18.360064,-57.307468,1.7388605953114649
19.315144,-57.307468,1.7527756615125454
20.297031,-57.307468,1.7234696021286509
21.305725,-57.307468,1.694990035363589
22.341225,-57.307468,1.6402698941044522
23.40353,-57.307468,1.5949735696607596
24.492643,-57.307468,1.596878155902851
25.608562,-57.307468,1.2573523068097567
-53.556301,-55.401588,3.7144212257006313
-51.904251,-55.401588,3.5524987993918944
-50.279011,-55.401588,3.891003734634452
-48.680576,-55.401588,4.162691111864146
-47.108948,-55.401588,4.443442957229937
-45.564125,-55.401588,4.799557469938274
-44.046112,-55.401588,5.205274020025932
-42.554901,-55.401588,5.6542224079361
-41.0905,-55.401588,6.0786218224922015
-39.652901,-55.401588,6.48324599738498
-38.242111,-55.401588,6.924648029051465
-36.858124,-55.401588,7.385127659525811
-35.50095,-55.401588,7.8427799111951
-34.170578,-55.401588,8.301250832042928
-32.867016,-55.401588,8.76413167456418
-31.590256,-55.401588,9.219928927204744
-30.340305,-55.401588,9.646799971384452
-29.117161,-55.401588,10.026621548831738
-27.920822,-55.401588,10.379367512983317
-26.751289,-55.401588,10.738274979426892
-25.608562,-55.401588,11.074223390889488
-24.492643,-55.401588,11.361684349614995
-23.40353,-55.401588,11.575381416687902
-22.341225,-55.401588,11.748931824068423
-21.305725,-55.401588,11.864635444909306
-20.297031,-55.401588,11.818130248708854
-19.315144,-55.401588,11.704235592165976
-18.360064,-55.401588,11.590418252657228
-17.431789,-55.401588,11.459060147984731
-16.530323,-55.401588,11.30976788126846
-15.655661,-55.401588,11.136249651767391
-14.807806,-55.401588,10.92233969321041
-13.986757,-55.401588,10.61750456033222
-13.192516,-55.401588,10.357243943245741
-12.42508,-55.401588,10.115534199519699
-11.684452,-55.401588,9.854365466514155
-10.970629,-55.401588,9.57016230324835
-10.283613,-55.401588,9.26357710070906
-9.6234035,-55.401588,8.939249840386063
-8.9899998,-55.401588,8.594156802960855
-8.3700008,-55.401588,8.213514288921655
-7.75,-55.401588,7.809567842583533
-7.1300001,-55.401588,7.403265612222549
-6.5100002,-55.401588,6.997019742169424
-5.8899999,-55.401588,6.579964524628109
-5.27,-55.401588,6.155788039712431
-4.6500001,-55.401588,5.751663955957549
-4.0300002,-55.401588,5.3902939206133595
-3.4099998,-55.401588,5.068261821386949
-2.79,-55.401588,4.781930003036441
-2.1700001,-55.401588,4.529005770930464
-1.55,-55.401588,4.293710634248869
-0.93000001,-55.401588,4.149157081397722
-0.31,-55.401588,4.089000994726836
0.31,-55.401588,2.2066943645696333
0.93000001,-55.401588,2.1417540334527745
1.55,-55.401588,2.2000316420820125
2.1700001,-55.401588,2.2778034262892906
2.79,-55.401588,2.1471211872714804
3.4099998,-55.401588,1.9338589757945999
4.0300002,-55.401588,1.8541754197588998
4.6500001,-55.401588,1.835723783254071
5.27,-55.401588,1.8056487683327505
5.8899999,-55.401588,1.7444516878749774
6.5100002,-55.401588,1.5016645307194767
7.1300001,-55.401588,2.882540726890467
7.75,-55.401588,2.832414734810315
8.3700008,-55.401588,2.7111718266099314
8.9899998,-55.401588,2.5549666203848425
9.6234035,-55.401588,2.380329642045696
10.283613,-55.401588,2.2026158455520717
10.970629,-55.401588,2.050259492390897
11.684452,-55.401588,1.9257434597338348
12.42508,-55.401588,1.8401176642307344
13.192516,-55.401588,1.779278569363415
13.986757,-55.401588,1.7372499218556285
14.807806,-55.401588,1.711875543084961
15.655661,-55.401588,1.682299863619956
16.530323,-55.401588,1.6595961530964363
17.431789,-55.401588,1.646659600579254
18.360064,-55.401588,1.6580101905125102
19.315144,-55.401588,1.6978391407367557
20.297031,-55.401588,1.6753247438564798
21.305725,-55.401588,1.6399023856079917
22.341225,-55.401588,1.6049617276146255
23.40353,-55.401588,1.5770652070860314
24.492643,-55.401588,1.5507814305728482
25.608562,-55.401588,1.5342400214587173
26.751289,-55.401588,1.2459954854739943
27.920822,-55.401588,1.2485543915676618
-53.556301,-53.529999,3.5778084650439452
-51.904251,-53.529999,4.031852023039036
-50.279011,-53.529999,4.453452860187479
-48.680576,-53.529999,4.80265132501574
-47.108948,-53.529999,5.190504591742088
-45.564125,-53.529999,5.663124982939304
-44.046112,-53.529999,6.18764261244987
-42.554901,-53.529999,6.736798978523555
-41.0905,-53.529999,7.286301898168146
-39.652901,-53.529999,7.853656362296637
-38.242111,-53.529999,8.430950050654568
-36.858124,-53.529999,8.99921014858125
-35.50095,-53.529999,9.52950695071747
-34.170578,-53.529999,10.035656936642466
-32.867016,-53.529999,10.498843916728863
-31.590256,-53.529999,10.927698533166993
-30.340305,-53.529999,11.304619336399718
-29.117161,-53.529999,11.648575778948198
-27.920822,-53.529999,11.999957099799605
-26.751289,-53.529999,12.335200518222994
-25.608562,-53.529999,12.613888319470316
-24.492643,-53.529999,12.861237165578988
-23.40353,-53.529999,13.121506233707521
-22.341225,-53.529999,13.341701229571528
-21.305725,-53.529999,13.376846630140236
-20.297031,-53.529999,13.29040751446641
-19.315144,-53.529999,13.2054665794861
-18.360064,-53.529999,13.104252572373287
-17.431789,-53.529999,12.984459649493406
-16.530323,-53.529999,12.848610639433993
-15.655661,-53.529999,12.69251823432174
-14.807806,-53.529999,12.502417433106366
-13.986757,-53.529999,12.227391551734001
-13.192516,-53.529999,11.999919898762077
-12.42508,-53.529999,11.781473371028861
-11.684452,-53.529999,11.54022132772334
-10.970629,-53.529999,11.26225369309059
-10.283613,-53.529999,10.938541045260207
-9.6234035,-53.529999,10.598549468971289
-8.9899998,-53.529999,10.265725459337782
-8.3700008,-53.529999,9.912010651842156
-7.75,-53.529999,9.510082497002674
-7.1300001,-53.529999,9.066328286856056
-6.5100002,-53.529999,8.604910089199056
-5.8899999,-53.529999,8.133819650990393
-5.27,-53.529999,7.646821533558095
-4.6500001,-53.529999,7.131629340042381
-4.0300002,-53.529999,6.563278616734202
-3.4099998,-53.529999,6.089484817718246
-2.79,-53.529999,5.687929468210301
-2.1700001,-53.529999,5.376962507194089
-1.55,-53.529999,2.787328232706929
-0.93000001,-53.529999,2.5235227318492224
-0.31,-53.529999,2.3001560534049976
6.5100002,-53.529999,1.0493588086778882
7.1300001,-53.529999,1.5947641874305383
7.75,-53.529999,1.773825739470303
8.3700008,-53.529999,1.8162910105162755
8.9899998,-53.529999,1.7974914650353984
9.6234035,-53.529999,1.7315602046053737
10.283613,-53.529999,1.4732980453648756
10.970629,-53.529999,2.586366631071252
11.684452,-53.529999,2.413934040104746
12.42508,-53.529999,2.231981190795751
13.192516,-53.529999,2.0340859241935254
13.986757,-53.529999,1.878593364797424
14.807806,-53.529999,1.8196643046883594
15.655661,-53.529999,1.745528451440303
16.530323,-53.529999,1.6947352097610213
17.431789,-53.529999,1.6641907514365928
18.360064,-53.529999,1.662215114765399
19.315144,-53.529999,1.7029611050200069
20.297031,-53.529999,1.7385945640868208
21.305725,-53.529999,1.7203596826387457
22.341225,-53.529999,1.6862144147393316
23.40353,-53.529999,1.6459634639763454
24.492643,-53.529999,1.5876306744910744
25.608562,-53.529999,1.5288635767907326
26.751289,-53.529999,1.4953665130395293
27.920822,-53.529999,1.476244597975447
29.117161,-53.529999,1.1885191513632156
-55.235153,-51.692703,3.9945334312925938
-53.556301,-51.692703,4.073528343484028
-51.904251,-51.692703,4.6780186291275205
-50.279011,-51.692703,5.135997437885052
-48.680576,-51.692703,5.585891830482969
-47.108948,-51.692703,6.11727707972797
-45.564125,-51.692703,6.724565312177011
-44.046112,-51.692703,7.377667913272834
-42.554901,-51.692703,8.034339976091138
-41.0905,-51.692703,8.699489809126499
-39.652901,-51.692703,9.367468955082483
-38.242111,-51.692703,10.028467101472065
-36.858124,-51.692703,10.651028060970592
-35.50095,-51.692703,11.218668858031725
-34.170578,-51.692703,11.712752423611368
-32.867016,-51.692703,12.175807113826933
-31.590256,-51.692703,12.624039026251577
-30.340305,-51.692703,13.025436261718253
-29.117161,-51.692703,13.384321297199486
-27.920822,-51.692703,13.742154879999415
-26.751289,-51.692703,14.072517575876006
-25.608562,-51.692703,14.366013018493085
-24.492643,-51.692703,14.63778437137984
-23.40353,-51.692703,14.814918445666724
-22.341225,-51.692703,14.781543083791185
-21.305725,-51.692703,14.617094166614157
-20.297031,-51.692703,14.489105908519146
-19.315144,-51.692703,14.388395703013401
-18.360064,-51.692703,14.281066536780886
-17.431789,-51.692703,14.159374656786
-16.530323,-51.692703,14.022395432190182
-15.655661,-51.692703,13.866809774221748
-14.807806,-51.692703,13.681283993261216
-13.986757,-51.692703,13.420790345638933
-13.192516,-51.692703,13.193524315480412
-12.42508,-51.692703,12.958102235561176
-11.684452,-51.692703,12.711985026257196
-10.970629,-51.692703,12.485857421765909
-10.283613,-51.692703,12.256237699857662
-9.6234035,-51.692703,11.991484642516767
-8.9899998,-51.692703,11.698430739244344
-8.3700008,-51.692703,11.396244690162007
-7.75,-51.692703,11.06282320709851
-7.1300001,-51.692703,10.68087709937822
-6.5100002,-51.692703,10.23444299741424
-5.8899999,-51.692703,9.675335199606025
-5.27,-51.692703,9.20245428931472
-4.6500001,-51.692703,8.85412516740557
-4.0300002,-51.692703,4.636899538305464
-3.4099998,-51.692703,4.111310592114933
-2.79,-51.692703,3.7413900692016555
-2.1700001,-51.692703,3.0573348142065013
10.283613,-51.692703,1.0219888035572229
10.970629,-51.692703,1.4889531328060421
11.684452,-51.692703,1.689554932397415
12.42508,-51.692703,1.6435666547773828
13.192516,-51.692703,1.5454903650385587
13.986757,-51.692703,1.2099230306338602
14.807806,-51.692703,2.06689668633884
15.655661,-51.692703,2.013682350817131
16.530323,-51.692703,1.9220549721918094
17.431789,-51.692703,1.8151414278931783
18.360064,-51.692703,1.7191352174481984
19.315144,-51.692703,1.6726406093408746
20.297031,-51.692703,1.6860556433858864
21.305725,-51.692703,1.6838932172300838
22.341225,-51.692703,1.6490951524077926
23.40353,-51.692703,1.6045792389669224
24.492643,-51.692703,1.554207411253474
25.608562,-51.692703,1.5017893795570942
26.751289,-51.692703,1.4721627697135304
27.920822,-51.692703,1.4229972931622263
29.117161,-51.692703,1.1265617444279048
-55.235153,-49.88969,4.0119857392788445
-53.556301,-49.88969,4.727464995372865
-51.904251,-49.88969,5.346271723562006
-50.279011,-49.88969,5.893255235691371
-48.680576,-49.88969,6.531015130218172
-47.108948,-49.88969,7.232020060893819
-45.564125,-49.88969,7.961874961607285
-44.046112,-49.88969,8.697269173291579
-42.554901,-49.88969,9.435569159301746
-41.0905,-49.88969,10.172081373228622
-39.652901,-49.88969,10.877695987558482
-38.242111,-49.88969,11.564446218819981
-36.858124,-49.88969,12.21708047148153
-35.50095,-49.88969,12.797695344663344
-34.170578,-49.88969,13.303657316644289
-32.867016,-49.88969,13.771572661353638
-31.590256,-49.88969,14.282797641550422
-30.340305,-49.88969,14.813356366483657
-29.117161,-49.88969,15.314190856238865
-27.920822,-49.88969,15.755453745531481
-26.751289,-49.88969,16.037967158040846
-25.608562,-49.88969,16.165554633271757
-24.492643,-49.88969,16.14655946532028
-23.40353,-49.88969,15.967447822534337
-22.341225,-49.88969,15.721335192416417
-21.305725,-49.88969,15.530456335601494
-20.297031,-49.88969,15.407117012510303
-19.315144,-49.88969,15.295627098214137
-18.360064,-49.88969,15.175621537646528
-17.431789,-49.88969,15.036770397275399
-16.530323,-49.88969,14.87379353333906
-15.655661,-49.88969,14.681760161461922
-14.807806,-49.88969,14.442299030607055
-13.986757,-49.88969,14.13867911795924
-13.192516,-49.88969,13.918674262294992
-12.42508,-49.88969,13.763662471140192
-11.684452,-49.88969,13.617215074945433
-10.970629,-49.88969,13.46202832669412
-10.283613,-49.88969,13.314798699109792
-9.6234035,-49.88969,13.14998268319542
-8.9899998,-49.88969,12.935309694793176
-8.3700008,-49.88969,12.666821536525504
-7.75,-49.88969,12.274651079567104
-7.1300001,-49.88969,11.990632667117843
-6.5100002,-49.88969,11.828994190445604
-5.8899999,-49.88969,6.311589459458527
-5.27,-49.88969,5.732016719723227
-4.6500001,-49.88969,4.8184399040527275
13.986757,-49.88969,1.0379882824423365
14.807806,-49.88969,1.2134966567018497
15.655661,-49.88969,1.4218236061903342
16.530323,-49.88969,1.4515954011846501
17.431789,-49.88969,1.383133935029811
18.360064,-49.88969,1.2777972533161923
19.315144,-49.88969,1.2279278287564173
20.297031,-49.88969,1.19436389565939
21.305725,-49.88969,1.1804057504031236
22.341225,-49.88969,1.1662634082532641
23.40353,-49.88969,1.1448993541294423
24.492643,-49.88969,1.1173454875505233
25.608562,-49.88969,1.0777713907360216
26.751289,-49.88969,1.0960633046449777
27.920822,-49.88969,1.1101407975457551
-58.673286,-48.120972,4.000484243737302
-56.940819,-48.120972,3.9653001249686084
-55.235153,-48.120972,4.654748315685871
-53.556301,-48.120972,5.435982571761666
-51.904251,-48.120972,6.118917174559961
-50.279011,-48.120972,6.855789568834512
-48.680576,-48.120972,7.6509272770936425
-47.108948,-48.120972,8.45433545774105
-45.564125,-48.120972,9.251096298769703
-44.046112,-48.120972,10.04044203154289
-42.554901,-48.120972,10.824284132755903
-41.0905,-48.120972,11.575617883761403
-39.652901,-48.120972,12.30057828316472
-38.242111,-48.120972,12.998992123910165
-36.858124,-48.120972,13.630964808579447
-35.50095,-48.120972,14.213507961518475
-34.170578,-48.120972,14.771848684040746
-32.867016,-48.120972,15.43584239246687
-31.590256,-48.120972,16.148113864708613
-30.340305,-48.120972,16.62079108118164
-29.117161,-48.120972,16.88798047941344
-27.920822,-48.120972,16.954818639021262
-26.751289,-48.120972,16.87351918526697
-25.608562,-48.120972,16.73727921432745
-24.492643,-48.120972,16.576608750495847
-23.40353,-48.120972,16.42616923728418
-22.341225,-48.120972,16.307546288911357
-21.305725,-48.120972,16.19811610958351
-20.297031,-48.120972,16.091891960120495
-19.315144,-48.120972,15.97722417211937
-18.360064,-48.120972,15.839646239758514
-17.431789,-48.120972,15.653516542909685
-16.530323,-48.120972,15.406168085216903
-15.655661,-48.120972,15.135374664145024
-14.807806,-48.120972,14.912461045022138
-13.986757,-48.120972,14.734258857702887
-13.192516,-48.120972,14.632021235861597
-12.42508,-48.120972,14.577076709318513
-11.684452,-48.120972,14.52558701448696
-10.970629,-48.120972,14.433953853986809
-10.283613,-48.120972,14.307864043185228
-9.6234035,-48.120972,14.150045522283976
-8.9899998,-48.120972,13.915502866700026
-8.3700008,-48.120972,13.926193616322449
-7.75,-48.120972,7.340397439729257
-7.1300001,-48.120972,6.945735632270297
-6.5100002,-48.120972,6.17768574084161
-60.432556,-46.386543,3.549038460419437
-58.673286,-46.386543,3.979050885833741
-56.940819,-46.386543,4.588900972341957
-55.235153,-46.386543,5.410945044856793
-53.556301,-46.386543,6.237254320077924
-51.904251,-46.386543,7.064085876556972
-50.279011,-46.386543,7.941776764072136
-48.680576,-46.386543,8.826677024424653
-47.108948,-46.386543,9.685002079562722
-45.564125,-46.386543,10.508856967850182
-44.046112,-46.386543,11.302488397105533
-42.554901,-46.386543,12.075574756923764
-41.0905,-46.386543,12.834060890824976
-39.652901,-46.386543,13.570919963766874
-38.242111,-46.386543,14.246932182298394
-36.858124,-46.386543,14.868923680379044
-35.50095,-46.386543,15.478196973445675
-34.170578,-46.386543,16.172982988402463
-32.867016,-46.386543,16.92062186362211
-31.590256,-46.386543,17.26704257684168
-30.340305,-46.386543,17.305678942122395
-29.117161,-46.386543,17.27748276848771
-27.920822,-46.386543,17.193854606752
-26.751289,-46.386543,17.09826818028944
-25.608562,-46.386543,16.977122951818718
-24.492643,-46.386543,16.857654087802132
-23.40353,-46.386543,16.755665094460966
-22.341225,-46.386543,16.663308393826718
-21.305725,-46.386543,16.577343807059126
-20.297031,-46.386543,16.491206240951893
-19.315144,-46.386543,16.39244725512504
-18.360064,-46.386543,16.253530043099623
-17.431789,-46.386543,16.056740905474573
-16.530323,-46.386543,15.885155335511058
-15.655661,-46.386543,15.786586255207968
-14.807806,-46.386543,15.736426992018798
-13.986757,-46.386543,15.683079420703217
-13.192516,-46.386543,15.615670096009632
-12.42508,-46.386543,15.539254849026657
-11.684452,-46.386543,15.443527196138632
-10.970629,-46.386543,15.334155916031994
-10.283613,-46.386543,15.22527039711521
